"","elementId","type","substitutionGroup","periodType","abstract","nillable","balance","ns"
"1","tifrs-ar_AccountantName","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"2","tifrs-ar_AssuranceAccountantName1","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"3","tifrs-ar_AssuranceAccountantName2","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"4","tifrs-ar_AccountantsReport","xbrli:stringItemType","xbrli:item","instant","true","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"5","tifrs-ar_AccountingPrincipleChange","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"6","tifrs-ar_AdverseOpinionAbstract","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"7","tifrs-ar_ContainOtherAccountantsReport","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"8","tifrs-ar_FinancialStatementsOfNonmajorSubsidiaryOrInvestmentAccountedForUsingEquityMethodHaveNotBeenAuditedOrReviewed","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"9","tifrs-ar_DifferentReportOpinion","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"10","tifrs-ar_DisclaimOpinionAbstract","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"11","tifrs-ar_EmphasizeCertainImportantItem","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"12","tifrs-ar_GoingConcernDoubt","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"13","tifrs-ar_OtherAccountantAuditPreviousFinancialStatement","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"14","tifrs-ar_QualifiedOpinionAbstract","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"15","tifrs-ar_QualifiedOpinionAdditionOtherItemExplainatoryParagraph","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"16","tifrs-ar_NotApplicableFinancialStatementWithoutAnAuditorsReport","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"17","tifrs-ar_ReviewAuditReportTypeAbstract","xbrli:stringItemType","xbrli:item","instant","true","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"18","tifrs-ar_EndingBalanceOfAssetsOfSubsidiariesWhoseFinancialStatementsWereAuditedOrReviewedByOtherIndependentAccountants","xbrli:monetaryItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"19","tifrs-ar_TotalYearToDateRevenuesOfSubsidiariesWhoseFinancialStatementsWereAuditedOrReviewedByOtherIndependentAccountants","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"20","tifrs-ar_TotalRevenuesForTheQuarterOfSubsidiariesWhoseFinancialStatementsWereAuditedOrReviewedByOtherIndependentAccountants","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"21","tifrs-ar_EndingBalanceOfInvestmentsAccountedForUsingEquityMethodWhoseFinancialStatementsWereAuditedOrReviewedByOtherIndependentAccountants","xbrli:monetaryItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"22","tifrs-ar_ShareOfProfitLossForTheQuarterOfAssociatesAndJointVenturesAccountedForUsingEquityMethodWhoseFinancialStatementsWereAuditedOrReviewedByOtherIndependentAccountants","xbrli:monetaryItemType","xbrli:item","duration",NA,"false",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"23","tifrs-ar_ShareOfProfitLossForTheEuarterOfAssociatesAndJointVenturesAccountedForUsingEquityMethodWhoseFinancialStatementsWereAuditedOrReviewedByOtherIndependentAccountants","xbrli:monetaryItemType","xbrli:item","duration",NA,"false",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"24","tifrs-ar_EndingBalanceOfAssetsOfSubsidiariesWhoseFinancialStatementsWereOnUnauditedOrUnreviewed","xbrli:monetaryItemType","xbrli:item","instant",NA,"false",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"25","tifrs-ar_YearToDateComprehensiveIncomeOfSubsidiariesWhoseFinancialStatementsWereUnauditedOrUnreviewed","xbrli:monetaryItemType","xbrli:item","duration",NA,"false",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"26","tifrs-ar_ComprehensiveIncomeForTheQuarterOfSubsidiariesWhoseFinancialStatementsWereUnauditedOrUnreviewed","xbrli:monetaryItemType","xbrli:item","duration",NA,"false",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"27","tifrs-ar_EndingBalanceOfInvestmentsAccountedForUsingEquityMethodWhoseFinancialStatementsWereUnauditedOrUnreviewed","xbrli:monetaryItemType","xbrli:item","instant",NA,"false",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"28","tifrs-ar_ShareOfYearToDateProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethodWhoseFinancialStatementsWereUnauditedOrUnreviewed","xbrli:monetaryItemType","xbrli:item","duration",NA,"false",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"29","tifrs-ar_ShareOfProfitLossForTheQuarterOfAssociatesAndJointVenturesAccountedForUsingEquityMethodWhoseFinancialStatementsWereUnauditedOrUnreviewed","xbrli:monetaryItemType","xbrli:item","duration",NA,"false",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"30","tifrs-ar_AuditReportTypeSubdivision","xbrli:stringItemType","xbrli:item","instant","true","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"31","tifrs-ar_OtherItem","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"32","tifrs-ar_DescriptionEmphasizeItemBody","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"33","tifrs-ar_DescriptionOtherItemBody","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"34","tifrs-ar_AccountantsReportBody","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"35","tifrs-ar_ReviewAuditDate","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"36","tifrs-ar_ReportType","xbrli:stringItemType","xbrli:item","instant","true","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"37","tifrs-ar_ReviewReport","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"38","tifrs-ar_AuditReport","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"39","tifrs-ar_FinancialStatementWithoutAnAuditorsReport","xbrli:stringItemType","xbrli:item","instant",NA,"true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"40","tifrs-ar_UnqualifiedOpinionAbstract","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"41","tifrs-ar_UnqualifiedOpinionWithExplainatoryAbstract","xbrli:stringItemType","xbrli:item","instant","false","true",NA,"http://www.xbrl.org/tifrs/ar/2014-03-31"
"42","tifrs-bsci-ci_BalanceSheetAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"43","tifrs-bsci-ci_PettyCashRevolvingFunds","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"44","tifrs-bsci-ci_CashInBanks","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"45","tifrs-bsci-ci_CashInTransit","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"46","tifrs-bsci-ci_CurrentFinancialAssetsAtFairvalueThroughProfitOrLossAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"47","tifrs-bsci-ci_CurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"48","tifrs-bsci-ci_AdjustmentsForChangeInValueOfCurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"49","tifrs-bsci-ci_CurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"50","tifrs-bsci-ci_AdjustmentsForChangeInValueOfCurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"51","tifrs-bsci-ci_CurrentFinancialAssetsHeldForTrading","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"52","tifrs-bsci-ci_AdjustmentsForChangeInValueOfCurrentFinancialAssetsHeldForTrading","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"53","tifrs-bsci-ci_CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"54","tifrs-bsci-ci_CurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncomeAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"55","tifrs-bsci-ci_CurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome-CurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"56","tifrs-bsci-ci_AdjustmentsForChangeInValueOfCurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"57","tifrs-bsci-ci_CurrentFinancialAssetsAtFairValueThroughOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"58","tifrs-bsci-ci_CurrentAvailableForSaleFinancialAssetsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"59","tifrs-bsci-ci_CurrentAvailableForSaleFinancialAssets-CurrentAvailableForSaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"60","tifrs-bsci-ci_AdjustmentsForChangeInValueOfCurrentAvailableForSaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"61","tifrs-bsci-ci_AccumulatedImpairmentCurrentAvailableForSaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"62","tifrs-bsci-ci_CurrentAvailableForSaleFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"63","tifrs-bsci-ci_CurrentHeldToMaturityFinancialAssetsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"64","tifrs-bsci-ci_CurrentHeldToMaturityFinancialAssets-CurrentHeldToMaturityFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"65","tifrs-bsci-ci_AccumulatedImpairmentCurrentHeldToMaturityFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"66","tifrs-bsci-ci_CurrentHeldToMaturityFinancialAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"67","tifrs-bsci-ci_CurrentDerivativeFinancialAssetsForHedging","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"68","tifrs-bsci-ci_CurrentFinancialAssetsAtAmortisedCostAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"69","tifrs-bsci-ci_CurrentFinancialAssetsAtAmortisedCost-CurrentFinancialAssetsAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"70","tifrs-bsci-ci_AccumulatedImpairmentCurrentFinancialAssetsAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"71","tifrs-bsci-ci_CurrentFinancialAssetsAtAmortisedCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"72","tifrs-bsci-ci_CurrentFinancialAssetsAtCostAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"73","tifrs-bsci-ci_CurrentFinancialAssetsAtCost-CurrentFinancialAssetsAtCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"74","tifrs-bsci-ci_AccumulatedImpairmentCurrentFinancialAssetsAtCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"75","tifrs-bsci-ci_CurrentFinancialAssetsAtCost","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"76","tifrs-bsci-ci_CurrentBondInvestmentWithoutActiveMarketAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"77","tifrs-bsci-ci_CurrentBondInvestmentWithoutActiveMarket-CurrentBondInvestmentWithoutActiveMarket","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"78","tifrs-bsci-ci_AccumulatedImpairmentCurrentBondInvestmentWithoutActiveMarket","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"79","tifrs-bsci-ci_CurrentBondInvestmentWithoutActiveMarket","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"80","tifrs-bsci-ci_NotesReceivableNetAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"81","tifrs-bsci-ci_NotesReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"82","tifrs-bsci-ci_OtherNotesReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"83","tifrs-bsci-ci_DiscountedNotesReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"84","tifrs-bsci-ci_AllowanceForUncollectibleAccountsNotesReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"85","tifrs-bsci-ci_NotesReceivableNet","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"86","tifrs-bsci-ci_NotesReceivableDueFromRelatedPartiesNetAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"87","tifrs-bsci-ci_NotesReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"88","tifrs-bsci-ci_OtherNotesReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"89","tifrs-bsci-ci_DiscountedNotesReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"90","tifrs-bsci-ci_AllowanceForUncollectibleAccountsNotesReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"91","tifrs-bsci-ci_NotesReceivableDueFromRelatedPartiesNet","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"92","tifrs-bsci-ci_AccountsReceivableNetAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"93","tifrs-bsci-ci_CommissionsAndManagementFeesReceivableForSecuritiesInvestmentAndTrustBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"94","tifrs-bsci-ci_AccountsReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"95","tifrs-bsci-ci_InstallmentAccountsReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"96","tifrs-bsci-ci_UnrealizedInterestIncomeInstallmentAccountsReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"97","tifrs-bsci-ci_LeasePaymentsReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"98","tifrs-bsci-ci_AllowanceForSalesReturnsAndDiscounts","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"99","tifrs-bsci-ci_AllowanceForUncollectibleAccountsAccountsInstallmentAndLeasePaymentsReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"100","tifrs-bsci-ci_AccountsReceivableNet","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"101","tifrs-bsci-ci_AccountsReceivableDuefromRelatedPartiesNetAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"102","tifrs-bsci-ci_AccountsReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"103","tifrs-bsci-ci_InstallmentAccountsReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"104","tifrs-bsci-ci_UnrealizedInterestIncomeInstallmentAccountsReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"105","tifrs-bsci-ci_LeasePaymentsReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"106","tifrs-bsci-ci_UnearnedFinanceIncomeOnFinanceLeaseFromRelatedParties-AccountsReceivableDuefromRelatedPartiesNet","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"107","tifrs-bsci-ci_AllowanceForUncollectibleAccountsAccountsInstallmentAndLeasePaymentsReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"108","tifrs-bsci-ci_AccountsReceivableDuefromRelatedPartiesNet","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"109","tifrs-bsci-ci_ConstructionContractsReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"110","tifrs-bsci-ci_ConstructionContractsReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"111","tifrs-bsci-ci_OtherReceivablesAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"112","tifrs-bsci-ci_TaxRefundReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"113","tifrs-bsci-ci_AccruedCustodialReceiptsForSeaLandShippingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"114","tifrs-bsci-ci_ConstructionRetainageReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"115","tifrs-bsci-ci_ReimbursementReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"116","tifrs-bsci-ci_NonoperatingRevenuesReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"117","tifrs-bsci-ci_OtherNonoperatingReceivablesOthers","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"118","tifrs-bsci-ci_AllowanceForUncollectibleAccountsOtherNonoperatingReceivables","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"119","tifrs-bsci-ci_OtherReceivables","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"120","tifrs-bsci-ci_OtherReceivablesDueFromRelatedPartiesAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"121","tifrs-bsci-ci_NonoperatingRevenuesReceivableDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"122","tifrs-bsci-ci_OtherNonoperatingReceivablesDueFromRelatedPartiesOthers","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"123","tifrs-bsci-ci_AllowanceForUncollectibleAccountsOtherNonoperatingReceivablesDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"124","tifrs-bsci-ci_OtherReceivablesDueFromRelatedParties","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"125","tifrs-bsci-ci_CurrentTaxAssetsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"126","tifrs-bsci-ci_IncomeTaxRefundReceivable","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"127","tifrs-bsci-ci_PrepaidIncomeTax","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"128","tifrs-bsci-ci_InventoriesAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"129","tifrs-bsci-ci_InventoriesMerchandisingBusinessAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"130","tifrs-bsci-ci_MerchandiseInventory","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"131","tifrs-bsci-ci_GoodsOnConsignment","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"132","tifrs-bsci-ci_GoodsInTransit","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"133","tifrs-bsci-ci_AllowanceForInventoryValuationLosses-InventoriesMerchandisingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"134","tifrs-bsci-ci_InventoriesMerchandisingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"135","tifrs-bsci-ci_InventoriesManufacturingBusinessAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"136","tifrs-bsci-ci_Byproducts","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"137","tifrs-bsci-ci_SemifinishedGoods","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
"138","tifrs-bsci-ci_Supplies-InventoriesManufacturingBusiness","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://www.xbrl.org/tifrs/bsci/ci/2014-03-31"
