"","elementId","type","substitutionGroup","periodType","abstract","nillable","balance","ns"
"2008","ifrs_EstimateOfFairValueOfCollateralHeldByEntityAsSecurityAndOtherCreditEnhancements","xbrli:monetaryItemType","xbrli:item","instant",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2009","ifrs_ExchangeDifferencesOnTranslationAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2010","ifrs_ExpectedCashOutflowOnRedemptionOrRepurchaseOfPuttableFinancialInstruments","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2011","ifrs_ExpectedFutureMinimumSubleasePaymentsReceivableUnderNoncancellableSubleasesClassifiedAsOperatingLease","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2012","ifrs_ExpectedFutureMinimumSubleasePaymentsReceivableUnderNoncancellableSubleasesClassifiedFinanceLease","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2013","ifrs_ExpectedReimbursementOtherProvisions","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2014","ifrs_ExpectedReturnOnPlanAssetsDefinedBenefitPlan","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2015","ifrs_ExpectedReturnOnRecognisedAssetsForReimbursementRightDefinedBenefitPlan","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2016","ifrs_ExpenseArisingFromExplorationForAndEvaluationOfMineralResources","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2017","ifrs_ExpenseArisingFromInsuranceContracts","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2018","ifrs_ExpenseByNature","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2019","ifrs_ExpenseByNatureAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2020","ifrs_ExpenseIncomeOnDiscontinuedOperations","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2021","ifrs_ExpenseOfRestructuringActivities","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2022","ifrs_ExpenseRecognisedDuringPeriodForBadAndDoubtfulDebtsForRelatedPartyTransaction","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2023","ifrs_ExpensesDiscontinuedOperations","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2024","ifrs_ExpensesOnFinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsRecognisedInOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2025","ifrs_ExpensesOnFinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossRecognisedInProfitOrLoss","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2026","ifrs_ExpensesRecognisedOnTransitionalLiabilities","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2027","ifrs_ExpensesRelatedToInterestsInJointVentures","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2028","ifrs_ExperienceAdjustmentsOnPlanAssets","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2029","ifrs_ExperienceAdjustmentsOnPlanAssetsAndPlanLiabilitiesAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2030","ifrs_ExperienceAdjustmentsOnPlanLiabilities","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2031","ifrs_ExplanationHowServiceConcessionArrangementHasBeenClassified","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2032","ifrs_ExplanationOfAccountingPoliciesAndMethodsOfComputationFollowedInInterimFinancialStatements","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2033","ifrs_ExplanationOfAccountingTreatmentAppliedToAnyFeeReceived","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2034","ifrs_ExplanationOfAdjustmentsOfDenominatorToCalculateBasicEarningsPerShare","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2035","ifrs_ExplanationOfAdjustmentsOfDenominatorToCalculateDilutedEarningsPerShare","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2036","ifrs_ExplanationOfAdjustmentsOfNumeratorToCalculateBasicEarningsPerShare","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2037","ifrs_ExplanationOfAdjustmentsOfNumeratorToCalculateDilutedEarningsPerShare","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2038","ifrs_ExplanationOfAdjustmentsThatWouldBeNecessaryToAchieveFairPresentation","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2039","ifrs_ExplanationOfAmountOfAnyGainRecognisedAndLineItemInStatementOfComprehensiveIncomeInWhichGainIsRecognisedInBargainPurchase","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2040","ifrs_ExplanationOfAnyChangesInRangeOfOutcomesUndiscountedAndReasonsForThoseChangesForContingentConsideration","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2041","ifrs_ExplanationOfAnyChangesInRecognisedAmountsOfContingentConsideration","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2042","ifrs_ExplanationOfApplicationOfIFRS8Before1January2009","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2043","ifrs_ExplanationOfAssetsAcquiredByWayOfGovernmentGrantAndInitiallyRecognisedAtFairValue","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2044","ifrs_ExplanationOfAssumptionAboutFutureWithSignificantRiskOfResultingInMaterialAdjustments","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2045","ifrs_ExplanationOfAssumptionsToMeasureInsuranceAssetsAndLiabilities","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2046","ifrs_ExplanationOfBodyOfAuthorisation","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2047","ifrs_ExplanationOfChangeInBusinessModelForManagingFinancialAssets","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2048","ifrs_ExplanationOfChangeInNameOfReportingEntityOrOtherMeansOfIdentificationFromEndOfPrecedingReportingPeriod","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2049","ifrs_ExplanationOfChangesInApplicableTaxRatesToPreviousAccountingPeriod","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2050","ifrs_ExplanationOfChangesInContingentLiabilitiesOrContingentAssets","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2051","ifrs_ExplanationOfChangesInDescriptionOfRetirementBenefitPlan","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2052","ifrs_ExplanationOfCircumstancesUnderWhichOperatingLeasesClassifiedAsInvestmentProperty","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2053","ifrs_ExplanationOfContractualObligationsToPurchaseConstructOrDevelopInvestmentPropertyOrForRepairsMaintenanceOrEnhancements","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2054","ifrs_ExplanationOfDepartureFromIFRS","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2055","ifrs_ExplanationOfDetailsOfAnyInvestmentInEmployer","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2056","ifrs_ExplanationOfDetailsOfGuaranteesGivenOrReceivedOfOutstandingBalancesForRelatedPartyTransaction","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2057","ifrs_ExplanationOfDetailsOfInvestmentExceedingEitherFivePerCentOfNetAssetsAvailableForBenefitsOrFivePerCentOfAnyClassOrTypeOfSecurity","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2058","ifrs_ExplanationOfDirectMeasurementOfFairValueOfGoodsOrServicesReceived","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2059","ifrs_ExplanationOfDisposalOfInvestmentPropertyCarriedAtCostWithinFairValueModel","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2060","ifrs_ExplanationOfEffectOfChangeForBiologicalAssetForWhichFairValueBecomesReliablyMeasurable","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2061","ifrs_ExplanationOfEffectOfChangesInAssumptionsToMeasureInsuranceAssetsAndInsuranceLiabilities","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2062","ifrs_ExplanationOfEffectOfChangesInCompositionOfEntityDuringInterimPeriod","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2063","ifrs_ExplanationOfEffectOfChangesInPlanToSellNoncurrentAssetOrDisposalGroupHeldForSaleOnResultsOfOperationsForCurrentPeriod","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2064","ifrs_ExplanationOfEffectOfChangesInPlanToSellNoncurrentAssetOrDisposalGroupHeldForSaleOnResultsOfOperationsForPriorPeriod","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2065","ifrs_ExplanationOfEffectOfDecreaseOfOnePercentagePointAccumulatedPostemploymentBenefitObligationForMedicalCosts","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2066","ifrs_ExplanationOfEffectOfDecreaseOfOnePercentagePointAggregateCurrentServiceCostAndInterestCost","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2067","ifrs_ExplanationOfEffectOfIncreaseOfOnePercentagePointAccumulatedPostemploymentBenefitObligationForMedicalCosts","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2068","ifrs_ExplanationOfEffectOfIncreaseOfOnePercentagePointAggregateCurrentServiceCostAndInterestCost","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2069","ifrs_ExplanationOfEffectOfSharebasedPaymentsOnFinancialPositions","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2070","ifrs_ExplanationOfEffectOfSharebasedPaymentsOnProfitOrLoss","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2071","ifrs_ExplanationOfEffectOfTransitionOnReportedCashFlows","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2072","ifrs_ExplanationOfEffectOfTransitionOnReportedFinancialPerformance","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2073","ifrs_ExplanationOfEffectOfTransitionOnReportedFinancialPosition","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2074","ifrs_ExplanationOfEndOfReportingPeriodOfFinancialStatementsOfSubsidiaryWhenDifferentFromParent","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2075","ifrs_ExplanationOfEstimatedFinancialEffectOfContingentAssets","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2076","ifrs_ExplanationOfFactAndBasisForPreparationOfFinancialStatementsWhenNotGoingConcernBasis","xbrli:stringItemType","xbrli:item","duration","false","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2077","ifrs_ExplanationOfFactThatAggregateCarryingAmountOfGoodwillOrIntangibleAssetsWithIndefiniteUsefulLivesAllocatedToRecoverableAmountsIsSignificant","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2078","ifrs_ExplanationOfFactThatCarryingAmountOfGoodwillOrIntangibleAssetsWithIndefiniteUsefulLivesIsNotSignificant","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2079","ifrs_ExplanationOfFactThatEntitysOwnersOrOthersHavePowerToAmendFinancialStatementsAfterIssue","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2080","ifrs_ExplanationOfFactThatFinancialInstrumentsWhoseFairValuePreviouslyCouldNotBeReliablyMeasuredAreDerecognised","xbrli:stringItemType","xbrli:item","duration","false","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2081","ifrs_ExplanationOfFactThatFinancialStatementsAndCorrespondingFiguresForPreviousPeriodsHaveBeenRestatedForChangesInGeneralPurchasingPowerOfFunctionalCurrency","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2082","ifrs_ExplanationOfFactThatMaximumAmountOfPaymentForContingentConsiderationArrangementsAndIndemnificationAssetsIsUnlimited","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2083","ifrs_ExplanationOfFactThatSharesHaveNoParValue","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2084","ifrs_ExplanationOfFactsAndCircumstancesIndicatingRareSituationForReclassificationOutOfFinancialAssetsAtFairValueThroughProfitOrLoss","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2085","ifrs_ExplanationOfFactsAndCircumstancesOfSaleOrReclassificationAndExpectedDisposalMannerAndTiming","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2086","ifrs_ExplanationOfFinancialEffectOfAdjustmentsRelatedToBusinessCombinations","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2087","ifrs_ExplanationOfFinancialEffectOfContingentLiabilities","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2088","ifrs_ExplanationOfFinancialEffectOfDepartureFromIFRS","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2089","ifrs_ExplanationOfFinancialEffectOfNonadjustingEventAfterReportingPeriod","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2090","ifrs_ExplanationOfFirsttimeAdoptionOfIFRS9","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2091","ifrs_ExplanationOfGainOrLossThatIsOfSuchSizeNatureOrIncidenceThatDisclosureIsRelevantToUnderstandingCombinedEntitysFinancialStatements","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2092","ifrs_ExplanationOfGainOrLossThatRelatesToIdentifiableAssetsAcquiredOrLiabilitiesAssumedInBusinessCombination","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2093","ifrs_ExplanationOfGainsLossesRecognisedWhenControlInSubsidiaryIsLost","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2094","ifrs_ExplanationOfImpairmentLossRecognisedOrReversedByClassOfAssetsAndByReportableSegment","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2095","ifrs_ExplanationOfIndependentValuerUsedForRevaluationPropertyPlantAndEquipment","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2096","ifrs_ExplanationOfInterestRevenueReportedNetOfInterestExpense","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2097","ifrs_ExplanationOfInvestingAndFinancingTransactionsNotRequireUseOfCashOrCashEquivalents","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2098","ifrs_ExplanationOfIssuancesRepurchasesAndRepaymentsOfDebtAndEquitySecurities","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2099","ifrs_ExplanationOfMainClassesOfAssetsAffectedByImpairmentLossesOrReversalsOfImpairmentLosses","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2100","ifrs_ExplanationOfMainEventsAndCircumstancesThatLedToRecognitionOfImpairmentLossesAndReversalsOfImpairmentLosses","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2101","ifrs_ExplanationOfManagementJudgementsInApplyingEntitysAccountingPoliciesWithSignificantEffectOnRecognisedAmounts","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2102","ifrs_ExplanationOfMaterialEventsSubsequentToEndOfInterimPeriodThatHaveNotBeenReflected","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2103","ifrs_ExplanationOfMeasurementBasesUsedInPreparingFinancialStatements","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2104","ifrs_ExplanationOfModificationsForSharebasedPaymentArrangements","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2105","ifrs_ExplanationOfNatureAndAdjustmentsToAmountsPreviouslyPresentedInDiscontinuedOperations","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2106","ifrs_ExplanationOfNatureAndAmountOfChangesInEstimatesOfAmountsReportedInPriorInterimPeriodsOrPriorFinancialYears","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2107","ifrs_ExplanationOfNatureAndAmountOfItemsAffectingAssetsLiabilitiesEquityNetIncomeOrCashFlowsThatAreUnusualBecauseOfTheirNatureSizeOrIncidence","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2108","ifrs_ExplanationOfNatureAndAmountOfSignificantTransactions","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2109","ifrs_ExplanationOfNatureAndExtentOfObligationsToAcquireOrBuildItemsOfPropertyPlantAndEquipment","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2110","ifrs_ExplanationOfNatureAndExtentOfObligationsToDeliverOrRightsToReceiveSpecifiedAssetsAtEndOfConcessionPeriod","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2111","ifrs_ExplanationOfNatureAndExtentOfObligationsToProvideOrRightsToExpectProvisionOfServices","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2112","ifrs_ExplanationOfNatureAndExtentOfOtherRightsAndObligations","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2113","ifrs_ExplanationOfNatureAndExtentOfRenewalAndTerminationOptions","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2114","ifrs_ExplanationOfNatureAndExtentOfRightsToUseSpecifiedAssets","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2115","ifrs_ExplanationOfNatureOfRequirementInIFRSAndConclusionWhyRequirementIsInConflictWithFairPresentation","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2116","ifrs_ExplanationOfNecessaryInformationNotAvailableAndDevelopmentCostExcessive","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2117","ifrs_ExplanationOfNotAppliedNewStandardsOrInterpretations","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2118","ifrs_ExplanationOfPeriodOverWhichManagementHasProjectedCashFlows","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2119","ifrs_ExplanationOfPossibilityOfReimbursementContingentLiabilities","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2120","ifrs_ExplanationOfReasonForNondisclosureOfInformationRegardingContingentAsset","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2121","ifrs_ExplanationOfReasonForNondisclosureOfInformationRegardingContingentLiability","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2122","ifrs_ExplanationOfReasonForNondisclosureOfInformationRegardingProvision","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2123","ifrs_ExplanationOfReasonWhyItIsImpracticableToDetermineAmountsForCorrectionRelatedToPriorPeriodErrors","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2124","ifrs_ExplanationOfReasonWhyItIsImpracticableToDetermineAmountsOfAdjustmentsRelatedToChangeInAccountingPolicy","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2125","ifrs_ExplanationOfReasonsWhyCombinedFinancialStatementsArePrepared","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2126","ifrs_ExplanationOfRecognitionAndMeasurementOfSharebasedPaymentExpenseOnBasisOfReasonableAllocationOfExpensesRecognisedForGroup","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2127","ifrs_ExplanationOfRelationshipsBetweenParentsAndEntity","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2128","ifrs_ExplanationOfRestrictionsOnDistributionOfRevaluationSurplusForIntangibleAssets","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2129","ifrs_ExplanationOfRestrictionsOnRemittanceOfIncomeAndDisposalProceedsOfInvestmentProperty","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2130","ifrs_ExplanationOfRevaluationMethodsAndAssumptionsPropertyPlantAndEquipment","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"2131","ifrs_ExplanationOfSeasonalityOrCyclicalityOfInterimOperations","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
