"","elementId","lang","labelRole","labelString","href"
"9702","tifrs-SCF_DecreaseInOtherLiabilities","zh-tw","http://www.xbrl.org/2003/role/label","其他非流動負債減少","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DecreaseInOtherLiabilities"
"9703","tifrs-SCF_DecreaseInOtherLiabilities","en","http://www.xbrl.org/2003/role/label","Decrease in other non-current liabilities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DecreaseInOtherLiabilities"
"9704","tifrs-SCF_DecreaseInOtherLiabilities","zh-tw","http://www.xbrl.org/2003/role/verboseLabel","其他負債減少","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DecreaseInOtherLiabilities"
"9705","tifrs-SCF_DecreaseInOtherLiabilities","en","http://www.xbrl.org/2003/role/verboseLabel","Decrease in other liabilities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DecreaseInOtherLiabilities"
"9706","tifrs-SCF_DecreaseInOtherLiabilities","en","http://www.xbrl.org/2003/role/terseLabel","C04400","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DecreaseInOtherLiabilities"
"9707","tifrs-SCF_CashDividendsPaid","zh-tw","http://www.xbrl.org/2003/role/label","發放現金股利","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CashDividendsPaid"
"9708","tifrs-SCF_CashDividendsPaid","en","http://www.xbrl.org/2003/role/label","Cash dividends paid","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CashDividendsPaid"
"9709","tifrs-SCF_CashDividendsPaid","en","http://www.xbrl.org/2003/role/terseLabel","C04500","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CashDividendsPaid"
"9710","tifrs-SCF_CapitalReductionPaymentsToShareholders","zh-tw","http://www.xbrl.org/2003/role/label","現金減資","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CapitalReductionPaymentsToShareholders"
"9711","tifrs-SCF_CapitalReductionPaymentsToShareholders","en","http://www.xbrl.org/2003/role/label","Capital reduction payments to shareholders","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CapitalReductionPaymentsToShareholders"
"9712","tifrs-SCF_CapitalReductionPaymentsToShareholders","en","http://www.xbrl.org/2003/role/terseLabel","C04700","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CapitalReductionPaymentsToShareholders"
"9713","tifrs-SCF_ExerciseOfEmployeeShareOptions","zh-tw","http://www.xbrl.org/2003/role/label","員工執行認股權","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ExerciseOfEmployeeShareOptions"
"9714","tifrs-SCF_ExerciseOfEmployeeShareOptions","en","http://www.xbrl.org/2003/role/label","Exercise of employee share options","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ExerciseOfEmployeeShareOptions"
"9715","tifrs-SCF_ExerciseOfEmployeeShareOptions","en","http://www.xbrl.org/2003/role/terseLabel","C04800","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ExerciseOfEmployeeShareOptions"
"9716","tifrs-SCF_PaymentsToAcquireTreasuryShares","zh-tw","http://www.xbrl.org/2003/role/label","庫藏股票買回成本","tifrs-scf-2014-03-31.xsd#tifrs-SCF_PaymentsToAcquireTreasuryShares"
"9717","tifrs-SCF_PaymentsToAcquireTreasuryShares","en","http://www.xbrl.org/2003/role/label","Payments to acquire treasury shares","tifrs-scf-2014-03-31.xsd#tifrs-SCF_PaymentsToAcquireTreasuryShares"
"9718","tifrs-SCF_PaymentsToAcquireTreasuryShares","en","http://www.xbrl.org/2003/role/terseLabel","C04900","tifrs-scf-2014-03-31.xsd#tifrs-SCF_PaymentsToAcquireTreasuryShares"
"9719","tifrs-SCF_ProceedsFromSaleOfTreasuryShares","zh-tw","http://www.xbrl.org/2003/role/label","庫藏股票處分","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ProceedsFromSaleOfTreasuryShares"
"9720","tifrs-SCF_ProceedsFromSaleOfTreasuryShares","en","http://www.xbrl.org/2003/role/label","Proceeds from sale of treasury shares","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ProceedsFromSaleOfTreasuryShares"
"9721","tifrs-SCF_ProceedsFromSaleOfTreasuryShares","en","http://www.xbrl.org/2003/role/terseLabel","C05000","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ProceedsFromSaleOfTreasuryShares"
"9722","tifrs-SCF_TreasurySharesSoldToEmployees","zh-tw","http://www.xbrl.org/2003/role/label","員工購買庫藏股","tifrs-scf-2014-03-31.xsd#tifrs-SCF_TreasurySharesSoldToEmployees"
"9723","tifrs-SCF_TreasurySharesSoldToEmployees","en","http://www.xbrl.org/2003/role/label","Treasury shares sold to employees","tifrs-scf-2014-03-31.xsd#tifrs-SCF_TreasurySharesSoldToEmployees"
"9724","tifrs-SCF_TreasurySharesSoldToEmployees","en","http://www.xbrl.org/2003/role/terseLabel","C05100","tifrs-scf-2014-03-31.xsd#tifrs-SCF_TreasurySharesSoldToEmployees"
"9725","tifrs-SCF_IssuanceOfPreferenceSharesBySubsidiaries","zh-tw","http://www.xbrl.org/2003/role/label","子公司發行特別股","tifrs-scf-2014-03-31.xsd#tifrs-SCF_IssuanceOfPreferenceSharesBySubsidiaries"
"9726","tifrs-SCF_IssuanceOfPreferenceSharesBySubsidiaries","en","http://www.xbrl.org/2003/role/label","Issuance of preference shares by subsidiaries","tifrs-scf-2014-03-31.xsd#tifrs-SCF_IssuanceOfPreferenceSharesBySubsidiaries"
"9727","tifrs-SCF_IssuanceOfPreferenceSharesBySubsidiaries","en","http://www.xbrl.org/2003/role/terseLabel","C05200","tifrs-scf-2014-03-31.xsd#tifrs-SCF_IssuanceOfPreferenceSharesBySubsidiaries"
"9728","tifrs-SCF_RetroactiveAdjustmentDueToIssuanceOfNewSharesForAMerger","zh-tw","http://www.xbrl.org/2003/role/label","合併發行新股追溯調整","tifrs-scf-2014-03-31.xsd#tifrs-SCF_RetroactiveAdjustmentDueToIssuanceOfNewSharesForAMerger"
"9729","tifrs-SCF_RetroactiveAdjustmentDueToIssuanceOfNewSharesForAMerger","en","http://www.xbrl.org/2003/role/label","Retroactive adjustment due to issuance of new shares for a merger","tifrs-scf-2014-03-31.xsd#tifrs-SCF_RetroactiveAdjustmentDueToIssuanceOfNewSharesForAMerger"
"9730","tifrs-SCF_RetroactiveAdjustmentDueToIssuanceOfNewSharesForAMerger","en","http://www.xbrl.org/2003/role/terseLabel","C05300","tifrs-scf-2014-03-31.xsd#tifrs-SCF_RetroactiveAdjustmentDueToIssuanceOfNewSharesForAMerger"
"9731","tifrs-SCF_AcquisitionOfOwnershipInterestsInSubsidiaries","zh-tw","http://www.xbrl.org/2003/role/label","取得子公司股權","tifrs-scf-2014-03-31.xsd#tifrs-SCF_AcquisitionOfOwnershipInterestsInSubsidiaries"
"9732","tifrs-SCF_AcquisitionOfOwnershipInterestsInSubsidiaries","en","http://www.xbrl.org/2003/role/label","Acquisition of ownership interests in subsidiaries","tifrs-scf-2014-03-31.xsd#tifrs-SCF_AcquisitionOfOwnershipInterestsInSubsidiaries"
"9733","tifrs-SCF_AcquisitionOfOwnershipInterestsInSubsidiaries","en","http://www.xbrl.org/2003/role/terseLabel","C05400","tifrs-scf-2014-03-31.xsd#tifrs-SCF_AcquisitionOfOwnershipInterestsInSubsidiaries"
"9734","tifrs-SCF_DisposalOfOwnershipInterestsInSubsidiariesWithoutLosingControl","zh-tw","http://www.xbrl.org/2003/role/label","處分子公司股權（未喪失控制力）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DisposalOfOwnershipInterestsInSubsidiariesWithoutLosingControl"
"9735","tifrs-SCF_DisposalOfOwnershipInterestsInSubsidiariesWithoutLosingControl","en","http://www.xbrl.org/2003/role/label","Disposal of ownership interests in subsidiaries (without losing control)","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DisposalOfOwnershipInterestsInSubsidiariesWithoutLosingControl"
"9736","tifrs-SCF_DisposalOfOwnershipInterestsInSubsidiariesWithoutLosingControl","en","http://www.xbrl.org/2003/role/terseLabel","C05500","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DisposalOfOwnershipInterestsInSubsidiariesWithoutLosingControl"
"9737","tifrs-SCF_ChangeInNoncontrollingInterests","zh-tw","http://www.xbrl.org/2003/role/label","非控制權益變動","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ChangeInNoncontrollingInterests"
"9738","tifrs-SCF_ChangeInNoncontrollingInterests","en","http://www.xbrl.org/2003/role/label","Change in non-controlling interests","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ChangeInNoncontrollingInterests"
"9739","tifrs-SCF_ChangeInNoncontrollingInterests","en","http://www.xbrl.org/2003/role/terseLabel","C05800","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ChangeInNoncontrollingInterests"
"9740","tifrs-SCF_OtherFinancingActivities","zh-tw","http://www.xbrl.org/2003/role/label","其他籌資活動","tifrs-scf-2014-03-31.xsd#tifrs-SCF_OtherFinancingActivities"
"9741","tifrs-SCF_OtherFinancingActivities","en","http://www.xbrl.org/2003/role/label","Other financing activities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_OtherFinancingActivities"
"9742","tifrs-SCF_OtherFinancingActivities","en","http://www.xbrl.org/2003/role/terseLabel","C09900","tifrs-scf-2014-03-31.xsd#tifrs-SCF_OtherFinancingActivities"
"9743","tifrs-SCF_CashFlowsFromUsedInFinancingActivities","en","http://www.xbrl.org/2003/role/label","Net cash flows from (used in) financing activities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CashFlowsFromUsedInFinancingActivities"
"9744","tifrs-SCF_CashFlowsFromUsedInFinancingActivities","zh-tw","http://www.xbrl.org/2003/role/label","籌資活動之淨現金流入（流出）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CashFlowsFromUsedInFinancingActivities"
"9745","tifrs-SCF_CashFlowsFromUsedInFinancingActivities","en","http://www.xbrl.org/2003/role/terseLabel","CCCC","tifrs-scf-2014-03-31.xsd#tifrs-SCF_CashFlowsFromUsedInFinancingActivities"
"9746","tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities","en","http://www.xbrl.org/2003/role/label","Classes of cash receipts from operating activities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities"
"9747","tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities","zh-tw","http://www.xbrl.org/2003/role/label","營業活動之收現類別","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities"
"9748","tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities","en","http://www.xbrl.org/2003/role/totalLabel","Total classes of cash receipts from operating activities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities"
"9749","tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities","zh-tw","http://www.xbrl.org/2003/role/totalLabel","營業活動之收現類別合計","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities"
"9750","tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities","en","http://www.xbrl.org/2003/role/terseLabel","AA0000","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashReceiptsFromOperatingActivities"
"9751","tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities","en","http://www.xbrl.org/2003/role/label","Classes of cash payments from operating activities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities"
"9752","tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities","zh-tw","http://www.xbrl.org/2003/role/label","營業活動之付現類別","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities"
"9753","tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities","en","http://www.xbrl.org/2003/role/totalLabel","Total classes of cash payments from operating activities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities"
"9754","tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities","zh-tw","http://www.xbrl.org/2003/role/totalLabel","營業活動之付現類別合計","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities"
"9755","tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities","en","http://www.xbrl.org/2003/role/terseLabel","AB0000","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ClassesOfCashPaymentsFromOperatingActivities"
"9756","tifrs-SCF_ReceiptsFromReinsurance","en","http://www.xbrl.org/2003/role/label","Receipts from reinsurance","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ReceiptsFromReinsurance"
"9757","tifrs-SCF_ReceiptsFromReinsurance","zh-tw","http://www.xbrl.org/2003/role/label","再保險之收現","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ReceiptsFromReinsurance"
"9758","tifrs-SCF_ReceiptsFromReinsurance","en","http://www.xbrl.org/2003/role/terseLabel","AA0500","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ReceiptsFromReinsurance"
"9759","tifrs-SCF_PaymentsForReinsurance","en","http://www.xbrl.org/2003/role/label","Payments for reinsurance","tifrs-scf-2014-03-31.xsd#tifrs-SCF_PaymentsForReinsurance"
"9760","tifrs-SCF_PaymentsForReinsurance","zh-tw","http://www.xbrl.org/2003/role/label","再保險之付現","tifrs-scf-2014-03-31.xsd#tifrs-SCF_PaymentsForReinsurance"
"9761","tifrs-SCF_PaymentsForReinsurance","en","http://www.xbrl.org/2003/role/terseLabel","AB0500","tifrs-scf-2014-03-31.xsd#tifrs-SCF_PaymentsForReinsurance"
"9762","tifrs-SCF_NetLossGainOnNonoperatingFinancialInstrumentsAtFairValue","en","http://www.xbrl.org/2003/role/label","Net loss (gain) on non-operating financial instruments at fair value","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnNonoperatingFinancialInstrumentsAtFairValue"
"9763","tifrs-SCF_NetLossGainOnNonoperatingFinancialInstrumentsAtFairValue","zh-tw","http://www.xbrl.org/2003/role/label","營業外金融商品按公允價值衡量之損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnNonoperatingFinancialInstrumentsAtFairValue"
"9764","tifrs-SCF_NetLossGainOnNonoperatingFinancialInstrumentsAtFairValue","en","http://www.xbrl.org/2003/role/terseLabel","A23300","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnNonoperatingFinancialInstrumentsAtFairValue"
"9765","tifrs-SCF_UnrealizedGainLossOnIssuanceOfCallOrPut","en","http://www.xbrl.org/2003/role/label","Unrealized gain (loss) on issuance of call or put warrants","tifrs-scf-2014-03-31.xsd#tifrs-SCF_UnrealizedGainLossOnIssuanceOfCallOrPut"
"9766","tifrs-SCF_UnrealizedGainLossOnIssuanceOfCallOrPut","zh-tw","http://www.xbrl.org/2003/role/label","未實現認購（售）權證發行損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_UnrealizedGainLossOnIssuanceOfCallOrPut"
"9767","tifrs-SCF_UnrealizedGainLossOnIssuanceOfCallOrPut","en","http://www.xbrl.org/2003/role/terseLabel","A23400","tifrs-scf-2014-03-31.xsd#tifrs-SCF_UnrealizedGainLossOnIssuanceOfCallOrPut"
"9768","tifrs-SCF_UnrealizedProfitLossFromSales","en","http://www.xbrl.org/2003/role/label","Unrealized profit (loss) from sales","tifrs-scf-2014-03-31.xsd#tifrs-SCF_UnrealizedProfitLossFromSales"
"9769","tifrs-SCF_UnrealizedProfitLossFromSales","zh-tw","http://www.xbrl.org/2003/role/label","未實現銷貨利益（損失）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_UnrealizedProfitLossFromSales"
"9770","tifrs-SCF_UnrealizedProfitLossFromSales","en","http://www.xbrl.org/2003/role/terseLabel","A23900","tifrs-scf-2014-03-31.xsd#tifrs-SCF_UnrealizedProfitLossFromSales"
"9771","tifrs-SCF_RealizedLossProfitOnFromSales","en","http://www.xbrl.org/2003/role/label","Realized loss (profit) on from sales","tifrs-scf-2014-03-31.xsd#tifrs-SCF_RealizedLossProfitOnFromSales"
"9772","tifrs-SCF_RealizedLossProfitOnFromSales","zh-tw","http://www.xbrl.org/2003/role/label","已實現銷貨損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_RealizedLossProfitOnFromSales"
"9773","tifrs-SCF_RealizedLossProfitOnFromSales","en","http://www.xbrl.org/2003/role/terseLabel","A24000","tifrs-scf-2014-03-31.xsd#tifrs-SCF_RealizedLossProfitOnFromSales"
"9774","tifrs-SCF_NetLossGainOnAvailableForSaleFinancialAssets","en","http://www.xbrl.org/2003/role/label","Net loss (gain) on available for sale financial assets","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnAvailableForSaleFinancialAssets"
"9775","tifrs-SCF_NetLossGainOnAvailableForSaleFinancialAssets","zh-tw","http://www.xbrl.org/2003/role/label","備供出售金融資產之淨損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnAvailableForSaleFinancialAssets"
"9776","tifrs-SCF_NetLossGainOnAvailableForSaleFinancialAssets","en","http://www.xbrl.org/2003/role/terseLabel","A20500","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnAvailableForSaleFinancialAssets"
"9777","tifrs-SCF_NetlossGainOnFinancialAssetsOrLiabilitiesAtCost","en","http://www.xbrl.org/2003/role/label","Net loss (gain) on financial assets or liabilities at cost","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetlossGainOnFinancialAssetsOrLiabilitiesAtCost"
"9778","tifrs-SCF_NetlossGainOnFinancialAssetsOrLiabilitiesAtCost","zh-tw","http://www.xbrl.org/2003/role/label","以成本衡量之金融資產及負債之淨損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetlossGainOnFinancialAssetsOrLiabilitiesAtCost"
"9779","tifrs-SCF_NetlossGainOnFinancialAssetsOrLiabilitiesAtCost","en","http://www.xbrl.org/2003/role/terseLabel","A20600","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetlossGainOnFinancialAssetsOrLiabilitiesAtCost"
"9780","tifrs-SCF_NetLossGainOnBondInvestmentWithoutActive","en","http://www.xbrl.org/2003/role/label","Net loss (gain) on bond investment without active market","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnBondInvestmentWithoutActive"
"9781","tifrs-SCF_NetLossGainOnBondInvestmentWithoutActive","zh-tw","http://www.xbrl.org/2003/role/label","無活絡市場之債券投資損益之淨損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnBondInvestmentWithoutActive"
"9782","tifrs-SCF_NetLossGainOnBondInvestmentWithoutActive","en","http://www.xbrl.org/2003/role/terseLabel","A20700","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnBondInvestmentWithoutActive"
"9783","tifrs-SCF_NetLossGainOnHeldToMaturityFinancialAssets","en","http://www.xbrl.org/2003/role/label","Net loss (gain) on held-to-maturity financial assets","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnHeldToMaturityFinancialAssets"
"9784","tifrs-SCF_NetLossGainOnHeldToMaturityFinancialAssets","zh-tw","http://www.xbrl.org/2003/role/label","持有至到期日金融資產之淨損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnHeldToMaturityFinancialAssets"
"9785","tifrs-SCF_NetLossGainOnHeldToMaturityFinancialAssets","en","http://www.xbrl.org/2003/role/terseLabel","A20800","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetLossGainOnHeldToMaturityFinancialAssets"
"9786","tifrs-SCF_NetChangeInInsuranceLiabilities","en","http://www.xbrl.org/2003/role/label","Net change in insurance liabilities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInInsuranceLiabilities"
"9787","tifrs-SCF_NetChangeInInsuranceLiabilities","zh-tw","http://www.xbrl.org/2003/role/label","各項保險負債淨變動","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInInsuranceLiabilities"
"9788","tifrs-SCF_NetChangeInInsuranceLiabilities","en","http://www.xbrl.org/2003/role/terseLabel","A21400","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInInsuranceLiabilities"
"9789","tifrs-SCF_NetChangeInReserveForInsuranceWithNatureOfFinancialInstrument","en","http://www.xbrl.org/2003/role/label","Net change in reserve for insurance with nature of financial instrument","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInReserveForInsuranceWithNatureOfFinancialInstrument"
"9790","tifrs-SCF_NetChangeInReserveForInsuranceWithNatureOfFinancialInstrument","zh-tw","http://www.xbrl.org/2003/role/label","具金融商品性質之保險契約準備淨變動","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInReserveForInsuranceWithNatureOfFinancialInstrument"
"9791","tifrs-SCF_NetChangeInReserveForInsuranceWithNatureOfFinancialInstrument","en","http://www.xbrl.org/2003/role/terseLabel","A21500","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInReserveForInsuranceWithNatureOfFinancialInstrument"
"9792","tifrs-SCF_NetChangeInReserveForForeignExchangeValuation","en","http://www.xbrl.org/2003/role/label","Net change in reserve for foreign exchange valuation","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInReserveForForeignExchangeValuation"
"9793","tifrs-SCF_NetChangeInReserveForForeignExchangeValuation","zh-tw","http://www.xbrl.org/2003/role/label","外匯價格變動準備淨變動","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInReserveForForeignExchangeValuation"
"9794","tifrs-SCF_NetChangeInReserveForForeignExchangeValuation","en","http://www.xbrl.org/2003/role/terseLabel","A21600","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInReserveForForeignExchangeValuation"
"9795","tifrs-SCF_NetChangeInProvisionsForGuaranteeLiabilities","en","http://www.xbrl.org/2003/role/label","Net change in provisions for guarantee liabilities","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInProvisionsForGuaranteeLiabilities"
"9796","tifrs-SCF_NetChangeInProvisionsForGuaranteeLiabilities","zh-tw","http://www.xbrl.org/2003/role/label","保證責任準備淨變動","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInProvisionsForGuaranteeLiabilities"
"9797","tifrs-SCF_NetChangeInProvisionsForGuaranteeLiabilities","en","http://www.xbrl.org/2003/role/terseLabel","A21700","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInProvisionsForGuaranteeLiabilities"
"9798","tifrs-SCF_NetChangeInOtherProvisions","en","http://www.xbrl.org/2003/role/label","Net change in other provisions","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInOtherProvisions"
"9799","tifrs-SCF_NetChangeInOtherProvisions","zh-tw","http://www.xbrl.org/2003/role/label","其他各項負債準備淨變動","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInOtherProvisions"
"9800","tifrs-SCF_NetChangeInOtherProvisions","en","http://www.xbrl.org/2003/role/terseLabel","A21800","tifrs-scf-2014-03-31.xsd#tifrs-SCF_NetChangeInOtherProvisions"
"9801","tifrs-SCF_ProvisionLossGainOnDisposalOfForeclosedCollaterals","en","http://www.xbrl.org/2003/role/label","Provision loss (gain) on disposal of foreclosed collaterals","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ProvisionLossGainOnDisposalOfForeclosedCollaterals"
"9802","tifrs-SCF_ProvisionLossGainOnDisposalOfForeclosedCollaterals","zh-tw","http://www.xbrl.org/2003/role/label","處分承受擔保品提存損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ProvisionLossGainOnDisposalOfForeclosedCollaterals"
"9803","tifrs-SCF_ProvisionLossGainOnDisposalOfForeclosedCollaterals","en","http://www.xbrl.org/2003/role/terseLabel","A22100","tifrs-scf-2014-03-31.xsd#tifrs-SCF_ProvisionLossGainOnDisposalOfForeclosedCollaterals"
"9804","tifrs-SCF_LossGainOnFinancialAssetsSecuritization","en","http://www.xbrl.org/2003/role/label","Loss (gain) on financial assets securitization","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossGainOnFinancialAssetsSecuritization"
"9805","tifrs-SCF_LossGainOnFinancialAssetsSecuritization","zh-tw","http://www.xbrl.org/2003/role/label","資產證券化損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossGainOnFinancialAssetsSecuritization"
"9806","tifrs-SCF_LossGainOnFinancialAssetsSecuritization","en","http://www.xbrl.org/2003/role/terseLabel","A22200","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossGainOnFinancialAssetsSecuritization"
"9807","tifrs-SCF_LossOnDisposalOfNonPerformingLoans","en","http://www.xbrl.org/2003/role/label","Loss on disposal of non-performing loans","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossOnDisposalOfNonPerformingLoans"
"9808","tifrs-SCF_LossOnDisposalOfNonPerformingLoans","zh-tw","http://www.xbrl.org/2003/role/label","出售及攤銷不良債權之損失","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossOnDisposalOfNonPerformingLoans"
"9809","tifrs-SCF_LossOnDisposalOfNonPerformingLoans","en","http://www.xbrl.org/2003/role/terseLabel","A24300","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossOnDisposalOfNonPerformingLoans"
"9810","tifrs-SCF_LossGainOnDisposalOfForeclosedProperties","en","http://www.xbrl.org/2003/role/label","Loss (gain) on disposal of foreclosed properties","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossGainOnDisposalOfForeclosedProperties"
"9811","tifrs-SCF_LossGainOnDisposalOfForeclosedProperties","zh-tw","http://www.xbrl.org/2003/role/label","處分承受擔保品損失（利益）","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossGainOnDisposalOfForeclosedProperties"
"9812","tifrs-SCF_LossGainOnDisposalOfForeclosedProperties","en","http://www.xbrl.org/2003/role/terseLabel","A24400","tifrs-scf-2014-03-31.xsd#tifrs-SCF_LossGainOnDisposalOfForeclosedProperties"
"9813","tifrs-SCF_DueFromTheCentralBankAndCallLoansToBanksQualifyingForCashAndCashEquivalentsUnderTheDefinitionOfIAS7","en","http://www.xbrl.org/2003/role/label","Due from the central bank and call loans to banks qualifying for cash and cash equivalents under the definition of IAS 7","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DueFromTheCentralBankAndCallLoansToBanksQualifyingForCashAndCashEquivalentsUnderTheDefinitionOfIAS7"
"9814","tifrs-SCF_DueFromTheCentralBankAndCallLoansToBanksQualifyingForCashAndCashEquivalentsUnderTheDefinitionOfIAS7","zh-tw","http://www.xbrl.org/2003/role/label","符合國際會計準則第七號現金及約當現金定義之存放央行及拆借銀行同業","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DueFromTheCentralBankAndCallLoansToBanksQualifyingForCashAndCashEquivalentsUnderTheDefinitionOfIAS7"
"9815","tifrs-SCF_DueFromTheCentralBankAndCallLoansToBanksQualifyingForCashAndCashEquivalentsUnderTheDefinitionOfIAS7","en","http://www.xbrl.org/2003/role/terseLabel","E00220","tifrs-scf-2014-03-31.xsd#tifrs-SCF_DueFromTheCentralBankAndCallLoansToBanksQualifyingForCashAndCashEquivalentsUnderTheDefinitionOfIAS7"
"9816","tifrs-SCF_SecuritiesPurchasedUnderResellAgreementsQualifyingForCashAndCashEquivalentsUnderTheDefinitionOfIAS7","en","http://www.xbrl.org/2003/role/label","Securities purchased under resell agreements qualifying for cash and cash equivalents under the definition of IAS 7","tifrs-scf-2014-03-31.xsd#tifrs-SCF_SecuritiesPurchasedUnderResellAgreementsQualifyingForCashAndCashEquivalentsUnderTheDefinitionOfIAS7"
