"","elementId","lang","labelRole","labelString","href"
"1388","tifrs-bsci-ci_MaintenanceEquipmentAndToolsNet","zh-tw","http://www.xbrl.org/2003/role/label","機具設備淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_MaintenanceEquipmentAndToolsNet"
"1389","tifrs-bsci-ci_MaintenanceEquipmentAndToolsNet","en","http://www.xbrl.org/2003/role/totalLabel","Maintenance equipment and tools, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_MaintenanceEquipmentAndToolsNet"
"1390","tifrs-bsci-ci_MaintenanceEquipmentAndToolsNet","zh-tw","http://www.xbrl.org/2003/role/totalLabel","機具設備淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_MaintenanceEquipmentAndToolsNet"
"1391","tifrs-bsci-ci_MaintenanceEquipmentAndToolsNet","en","http://www.xbrl.org/2003/role/terseLabel","1700","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_MaintenanceEquipmentAndToolsNet"
"1392","tifrs-bsci-ci_EntertainmentFacilitiesNetAbstract","en","http://www.xbrl.org/2003/role/label","Entertainment facilities, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesNetAbstract"
"1393","tifrs-bsci-ci_EntertainmentFacilitiesNetAbstract","zh-tw","http://www.xbrl.org/2003/role/label","遊樂設備淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesNetAbstract"
"1394","tifrs-bsci-ci_EntertainmentFacilitiesCost","en","http://www.xbrl.org/2003/role/label","Entertainment facilities, cost","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesCost"
"1395","tifrs-bsci-ci_EntertainmentFacilitiesCost","zh-tw","http://www.xbrl.org/2003/role/label","遊樂設備成本","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesCost"
"1396","tifrs-bsci-ci_EntertainmentFacilitiesCost","en","http://www.xbrl.org/2003/role/terseLabel","1706","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesCost"
"1397","tifrs-bsci-ci_EntertainmentFacilitiesRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/label","Entertainment facilities, revaluation increment (decrement)","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesRevaluationIncrementDecrement"
"1398","tifrs-bsci-ci_EntertainmentFacilitiesRevaluationIncrementDecrement","zh-tw","http://www.xbrl.org/2003/role/label","遊樂設備－重估增（減）值","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesRevaluationIncrementDecrement"
"1399","tifrs-bsci-ci_EntertainmentFacilitiesRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/terseLabel","1707","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesRevaluationIncrementDecrement"
"1400","tifrs-bsci-ci_AccumulatedDepreciationEntertainmentFacilities","en","http://www.xbrl.org/2003/role/label","Accumulated depreciation, entertainment facilities","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationEntertainmentFacilities"
"1401","tifrs-bsci-ci_AccumulatedDepreciationEntertainmentFacilities","zh-tw","http://www.xbrl.org/2003/role/label","累計折舊－遊樂設備","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationEntertainmentFacilities"
"1402","tifrs-bsci-ci_AccumulatedDepreciationEntertainmentFacilities","en","http://www.xbrl.org/2003/role/terseLabel","1708","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationEntertainmentFacilities"
"1403","tifrs-bsci-ci_AccumulatedImpairmentEntertainmentFacilities","en","http://www.xbrl.org/2003/role/label","Accumulated impairment, entertainment facilities","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentEntertainmentFacilities"
"1404","tifrs-bsci-ci_AccumulatedImpairmentEntertainmentFacilities","zh-tw","http://www.xbrl.org/2003/role/label","累計減損－遊樂設備","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentEntertainmentFacilities"
"1405","tifrs-bsci-ci_AccumulatedImpairmentEntertainmentFacilities","en","http://www.xbrl.org/2003/role/terseLabel","1709","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentEntertainmentFacilities"
"1406","tifrs-bsci-ci_EntertainmentFacilitiesNet","en","http://www.xbrl.org/2003/role/label","Entertainment facilities, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesNet"
"1407","tifrs-bsci-ci_EntertainmentFacilitiesNet","zh-tw","http://www.xbrl.org/2003/role/label","遊樂設備淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesNet"
"1408","tifrs-bsci-ci_EntertainmentFacilitiesNet","en","http://www.xbrl.org/2003/role/totalLabel","Entertainment facilities, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesNet"
"1409","tifrs-bsci-ci_EntertainmentFacilitiesNet","zh-tw","http://www.xbrl.org/2003/role/totalLabel","遊樂設備淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesNet"
"1410","tifrs-bsci-ci_EntertainmentFacilitiesNet","en","http://www.xbrl.org/2003/role/terseLabel","1705","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_EntertainmentFacilitiesNet"
"1411","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNetAbstract","en","http://www.xbrl.org/2003/role/label","Landscaping and ornamental fixtures, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNetAbstract"
"1412","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNetAbstract","zh-tw","http://www.xbrl.org/2003/role/label","景觀園藝淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNetAbstract"
"1413","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesCost","en","http://www.xbrl.org/2003/role/label","Landscaping and ornamental fixtures, cost","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesCost"
"1414","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesCost","zh-tw","http://www.xbrl.org/2003/role/label","景觀園藝成本","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesCost"
"1415","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesCost","en","http://www.xbrl.org/2003/role/terseLabel","1711","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesCost"
"1416","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/label","Landscaping and ornamental fixtures, revaluation increment (decrement)","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesRevaluationIncrementDecrement"
"1417","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesRevaluationIncrementDecrement","zh-tw","http://www.xbrl.org/2003/role/label","景觀園藝－重估增（減）值","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesRevaluationIncrementDecrement"
"1418","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/terseLabel","1712","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesRevaluationIncrementDecrement"
"1419","tifrs-bsci-ci_AccumulatedDepreciationLandscapingAndOrnamentalFixtures","en","http://www.xbrl.org/2003/role/label","Accumulated depreciation, landscaping and ornamental fixtures","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLandscapingAndOrnamentalFixtures"
"1420","tifrs-bsci-ci_AccumulatedDepreciationLandscapingAndOrnamentalFixtures","zh-tw","http://www.xbrl.org/2003/role/label","累計折舊－景觀園藝","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLandscapingAndOrnamentalFixtures"
"1421","tifrs-bsci-ci_AccumulatedDepreciationLandscapingAndOrnamentalFixtures","en","http://www.xbrl.org/2003/role/terseLabel","1713","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLandscapingAndOrnamentalFixtures"
"1422","tifrs-bsci-ci_AccumulatedImpairmentLandscapingAndOrnamentalFixtures","en","http://www.xbrl.org/2003/role/label","Accumulated impairment, landscaping and ornamental fixtures","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentLandscapingAndOrnamentalFixtures"
"1423","tifrs-bsci-ci_AccumulatedImpairmentLandscapingAndOrnamentalFixtures","zh-tw","http://www.xbrl.org/2003/role/label","累計減損－景觀園藝","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentLandscapingAndOrnamentalFixtures"
"1424","tifrs-bsci-ci_AccumulatedImpairmentLandscapingAndOrnamentalFixtures","en","http://www.xbrl.org/2003/role/terseLabel","1714","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentLandscapingAndOrnamentalFixtures"
"1425","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet","en","http://www.xbrl.org/2003/role/label","Landscaping and ornamental fixtures, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet"
"1426","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet","zh-tw","http://www.xbrl.org/2003/role/label","景觀園藝淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet"
"1427","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet","en","http://www.xbrl.org/2003/role/totalLabel","Landscaping and ornamental fixtures, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet"
"1428","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet","zh-tw","http://www.xbrl.org/2003/role/totalLabel","景觀園藝淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet"
"1429","tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet","en","http://www.xbrl.org/2003/role/terseLabel","1710","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LandscapingAndOrnamentalFixturesNet"
"1430","tifrs-bsci-ci_LeasedAssetsNetAbstract","en","http://www.xbrl.org/2003/role/label","Leased assets, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsNetAbstract"
"1431","tifrs-bsci-ci_LeasedAssetsNetAbstract","zh-tw","http://www.xbrl.org/2003/role/label","租賃資產淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsNetAbstract"
"1432","tifrs-bsci-ci_LeasedAssetsCost","en","http://www.xbrl.org/2003/role/label","Leased assets, cost","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsCost"
"1433","tifrs-bsci-ci_LeasedAssetsCost","zh-tw","http://www.xbrl.org/2003/role/label","租賃資產成本","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsCost"
"1434","tifrs-bsci-ci_LeasedAssetsCost","en","http://www.xbrl.org/2003/role/terseLabel","1716","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsCost"
"1435","tifrs-bsci-ci_LeasedAssetsRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/label","Leased assets, revaluation increment (decrement)","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsRevaluationIncrementDecrement"
"1436","tifrs-bsci-ci_LeasedAssetsRevaluationIncrementDecrement","zh-tw","http://www.xbrl.org/2003/role/label","租賃資產－重估增（減）值","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsRevaluationIncrementDecrement"
"1437","tifrs-bsci-ci_LeasedAssetsRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/terseLabel","1717","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsRevaluationIncrementDecrement"
"1438","tifrs-bsci-ci_AccumulatedDepreciationLeasedAssets","en","http://www.xbrl.org/2003/role/label","Accumulated depreciation, leased assets","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLeasedAssets"
"1439","tifrs-bsci-ci_AccumulatedDepreciationLeasedAssets","zh-tw","http://www.xbrl.org/2003/role/label","累計折舊－租賃資產","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLeasedAssets"
"1440","tifrs-bsci-ci_AccumulatedDepreciationLeasedAssets","en","http://www.xbrl.org/2003/role/terseLabel","1718","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLeasedAssets"
"1441","tifrs-bsci-ci_AccumulatedImpairmentLeasedAssets","en","http://www.xbrl.org/2003/role/label","Accumulated impairment, leased assets","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentLeasedAssets"
"1442","tifrs-bsci-ci_AccumulatedImpairmentLeasedAssets","zh-tw","http://www.xbrl.org/2003/role/label","累計減損－租賃資產","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentLeasedAssets"
"1443","tifrs-bsci-ci_AccumulatedImpairmentLeasedAssets","en","http://www.xbrl.org/2003/role/terseLabel","1719","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentLeasedAssets"
"1444","tifrs-bsci-ci_LeasedAssetsNet","en","http://www.xbrl.org/2003/role/label","Leased assets, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsNet"
"1445","tifrs-bsci-ci_LeasedAssetsNet","zh-tw","http://www.xbrl.org/2003/role/label","租賃資產淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsNet"
"1446","tifrs-bsci-ci_LeasedAssetsNet","en","http://www.xbrl.org/2003/role/totalLabel","Leased assets, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsNet"
"1447","tifrs-bsci-ci_LeasedAssetsNet","zh-tw","http://www.xbrl.org/2003/role/totalLabel","租賃資產淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsNet"
"1448","tifrs-bsci-ci_LeasedAssetsNet","en","http://www.xbrl.org/2003/role/terseLabel","1715","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeasedAssetsNet"
"1449","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNetAbstract","en","http://www.xbrl.org/2003/role/label","Rental assets, machinery and equipment, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNetAbstract"
"1450","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNetAbstract","zh-tw","http://www.xbrl.org/2003/role/label","出租資產－機器設備淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNetAbstract"
"1451","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentCost","en","http://www.xbrl.org/2003/role/label","Rental assets, machinery and equipment, cost","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentCost"
"1452","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentCost","zh-tw","http://www.xbrl.org/2003/role/label","出租資產－機器設備成本","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentCost"
"1453","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentCost","en","http://www.xbrl.org/2003/role/terseLabel","1721","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentCost"
"1454","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/label","Rental assets, machinery and equipment, revaluation increment (decrement)","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentRevaluationIncrementDecrement"
"1455","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentRevaluationIncrementDecrement","zh-tw","http://www.xbrl.org/2003/role/label","出租資產－機器設備－重估增（減）值","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentRevaluationIncrementDecrement"
"1456","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/terseLabel","1722","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentRevaluationIncrementDecrement"
"1457","tifrs-bsci-ci_AccumulatedDepreciationRentalAssetsMachineryAndEquipment","en","http://www.xbrl.org/2003/role/label","Accumulated depreciation, rental assets, machinery and equipment","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationRentalAssetsMachineryAndEquipment"
"1458","tifrs-bsci-ci_AccumulatedDepreciationRentalAssetsMachineryAndEquipment","zh-tw","http://www.xbrl.org/2003/role/label","累計折舊－出租資產－機器設備","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationRentalAssetsMachineryAndEquipment"
"1459","tifrs-bsci-ci_AccumulatedDepreciationRentalAssetsMachineryAndEquipment","en","http://www.xbrl.org/2003/role/terseLabel","1723","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationRentalAssetsMachineryAndEquipment"
"1460","tifrs-bsci-ci_AccumulatedImpairmentRentalAssetsMachineryAndEquipment","en","http://www.xbrl.org/2003/role/label","Accumulated impairment, rental assets, machinery and equipment","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentRentalAssetsMachineryAndEquipment"
"1461","tifrs-bsci-ci_AccumulatedImpairmentRentalAssetsMachineryAndEquipment","zh-tw","http://www.xbrl.org/2003/role/label","累計減損－出租資產－機器設備","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentRentalAssetsMachineryAndEquipment"
"1462","tifrs-bsci-ci_AccumulatedImpairmentRentalAssetsMachineryAndEquipment","en","http://www.xbrl.org/2003/role/terseLabel","1724","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentRentalAssetsMachineryAndEquipment"
"1463","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet","en","http://www.xbrl.org/2003/role/label","Rental assets, machinery and equipment, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet"
"1464","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet","zh-tw","http://www.xbrl.org/2003/role/label","出租資產－機器設備淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet"
"1465","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet","en","http://www.xbrl.org/2003/role/totalLabel","Rental assets, machinery and equipment, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet"
"1466","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet","zh-tw","http://www.xbrl.org/2003/role/totalLabel","出租資產－機器設備淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet"
"1467","tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet","en","http://www.xbrl.org/2003/role/terseLabel","1720","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_RentalAssetsMachineryAndEquipmentNet"
"1468","tifrs-bsci-ci_OtherRentalAssetsNetAbstract","en","http://www.xbrl.org/2003/role/label","Other rental assets, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsNetAbstract"
"1469","tifrs-bsci-ci_OtherRentalAssetsNetAbstract","zh-tw","http://www.xbrl.org/2003/role/label","出租資產－其他淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsNetAbstract"
"1470","tifrs-bsci-ci_OtherRentalAssetsCost","en","http://www.xbrl.org/2003/role/label","Other rental assets, cost","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsCost"
"1471","tifrs-bsci-ci_OtherRentalAssetsCost","zh-tw","http://www.xbrl.org/2003/role/label","出租資產－其他成本","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsCost"
"1472","tifrs-bsci-ci_OtherRentalAssetsCost","en","http://www.xbrl.org/2003/role/terseLabel","1726","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsCost"
"1473","tifrs-bsci-ci_OtherRentalAssetsRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/label","Other rental assets, revaluation increment (decrement)","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsRevaluationIncrementDecrement"
"1474","tifrs-bsci-ci_OtherRentalAssetsRevaluationIncrementDecrement","zh-tw","http://www.xbrl.org/2003/role/label","出租資產－其他－重估增（減）值","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsRevaluationIncrementDecrement"
"1475","tifrs-bsci-ci_OtherRentalAssetsRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/terseLabel","1727","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsRevaluationIncrementDecrement"
"1476","tifrs-bsci-ci_AccumulatedDepreciationOtherRentalAssets","en","http://www.xbrl.org/2003/role/label","Accumulated depreciation, other rental assets","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationOtherRentalAssets"
"1477","tifrs-bsci-ci_AccumulatedDepreciationOtherRentalAssets","zh-tw","http://www.xbrl.org/2003/role/label","累計折舊－出租資產－其他","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationOtherRentalAssets"
"1478","tifrs-bsci-ci_AccumulatedDepreciationOtherRentalAssets","en","http://www.xbrl.org/2003/role/terseLabel","1728","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationOtherRentalAssets"
"1479","tifrs-bsci-ci_AccumulatedImpairmentOtherRentalAssets","en","http://www.xbrl.org/2003/role/label","Accumulated impairment, other rental assets","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentOtherRentalAssets"
"1480","tifrs-bsci-ci_AccumulatedImpairmentOtherRentalAssets","zh-tw","http://www.xbrl.org/2003/role/label","累計減損－出租資產－其他","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentOtherRentalAssets"
"1481","tifrs-bsci-ci_AccumulatedImpairmentOtherRentalAssets","en","http://www.xbrl.org/2003/role/terseLabel","1729","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedImpairmentOtherRentalAssets"
"1482","tifrs-bsci-ci_OtherRentalAssetsNet","en","http://www.xbrl.org/2003/role/label","Other rental assets, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsNet"
"1483","tifrs-bsci-ci_OtherRentalAssetsNet","zh-tw","http://www.xbrl.org/2003/role/label","出租資產－其他淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsNet"
"1484","tifrs-bsci-ci_OtherRentalAssetsNet","en","http://www.xbrl.org/2003/role/totalLabel","Other rental assets, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsNet"
"1485","tifrs-bsci-ci_OtherRentalAssetsNet","zh-tw","http://www.xbrl.org/2003/role/totalLabel","出租資產－其他淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsNet"
"1486","tifrs-bsci-ci_OtherRentalAssetsNet","en","http://www.xbrl.org/2003/role/terseLabel","1725","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_OtherRentalAssetsNet"
"1487","tifrs-bsci-ci_LeaseholdImprovementsNetAbstract","en","http://www.xbrl.org/2003/role/label","Leasehold improvements, net","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeaseholdImprovementsNetAbstract"
"1488","tifrs-bsci-ci_LeaseholdImprovementsNetAbstract","zh-tw","http://www.xbrl.org/2003/role/label","租賃改良淨額","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeaseholdImprovementsNetAbstract"
"1489","tifrs-bsci-ci_LeaseholdImprovementsCost","en","http://www.xbrl.org/2003/role/label","Leasehold improvements, cost","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeaseholdImprovementsCost"
"1490","tifrs-bsci-ci_LeaseholdImprovementsCost","zh-tw","http://www.xbrl.org/2003/role/label","租賃改良成本","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeaseholdImprovementsCost"
"1491","tifrs-bsci-ci_LeaseholdImprovementsCost","en","http://www.xbrl.org/2003/role/terseLabel","1731","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeaseholdImprovementsCost"
"1492","tifrs-bsci-ci_LeaseholdImprovementsRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/label","Leasehold improvements, revaluation increment (decrement)","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeaseholdImprovementsRevaluationIncrementDecrement"
"1493","tifrs-bsci-ci_LeaseholdImprovementsRevaluationIncrementDecrement","zh-tw","http://www.xbrl.org/2003/role/label","租賃改良－重估增（減）值","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeaseholdImprovementsRevaluationIncrementDecrement"
"1494","tifrs-bsci-ci_LeaseholdImprovementsRevaluationIncrementDecrement","en","http://www.xbrl.org/2003/role/terseLabel","1732","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_LeaseholdImprovementsRevaluationIncrementDecrement"
"1495","tifrs-bsci-ci_AccumulatedDepreciationLeaseholdImprovements","en","http://www.xbrl.org/2003/role/label","Accumulated depreciation, leasehold improvements","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLeaseholdImprovements"
"1496","tifrs-bsci-ci_AccumulatedDepreciationLeaseholdImprovements","zh-tw","http://www.xbrl.org/2003/role/label","累計折舊－租賃改良","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLeaseholdImprovements"
"1497","tifrs-bsci-ci_AccumulatedDepreciationLeaseholdImprovements","en","http://www.xbrl.org/2003/role/terseLabel","1733","tifrs-bsci-ci-2014-03-31.xsd#tifrs-bsci-ci_AccumulatedDepreciationLeaseholdImprovements"
