"","roleId","fromElementId","toElementId","arcrole","order","closed","usable","contextElement","preferredLabel","fromHref","toHref"
"61","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_ConversionOfCertificatesOfBondsToShare","http://xbrl.org/int/dim/arcrole/domain-member","16.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_ConversionOfCertificatesOfBondsToShare"
"62","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_ConversionOfPreferenceShare","http://xbrl.org/int/dim/arcrole/domain-member","17.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_ConversionOfPreferenceShare"
"63","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_IssueOfPreferenceShare","http://xbrl.org/int/dim/arcrole/domain-member","18.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_IssueOfPreferenceShare"
"64","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_RedemptionOfPreferenceShare","http://xbrl.org/int/dim/arcrole/domain-member","19.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_RedemptionOfPreferenceShare"
"65","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_IssueOfOrdinaryShareOthers","http://xbrl.org/int/dim/arcrole/domain-member","20.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_IssueOfOrdinaryShareOthers"
"66","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_PurchaseOfTreasuryShare","http://xbrl.org/int/dim/arcrole/domain-member","21.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_PurchaseOfTreasuryShare"
"67","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_RetirementOfTreasuryShare","http://xbrl.org/int/dim/arcrole/domain-member","22.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_RetirementOfTreasuryShare"
"68","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_AcquisitionOfCompanyShareBySubsidiariesRecognizedAsTreasuryShare","http://xbrl.org/int/dim/arcrole/domain-member","23.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_AcquisitionOfCompanyShareBySubsidiariesRecognizedAsTreasuryShare"
"69","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_DisposalOfCompanyShareBySubsidiariesRecognizedAsTreasuryShareTransactions","http://xbrl.org/int/dim/arcrole/domain-member","24.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_DisposalOfCompanyShareBySubsidiariesRecognizedAsTreasuryShareTransactions"
"70","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_AdjustmentsOfCapitalSurplusForCompanysCashDividendsReceivedBySubsidiaries","http://xbrl.org/int/dim/arcrole/domain-member","25.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_AdjustmentsOfCapitalSurplusForCompanysCashDividendsReceivedBySubsidiaries"
"71","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_DisposalOfInvestmentsAccountedForUsingEquityMethod","http://xbrl.org/int/dim/arcrole/domain-member","26.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_DisposalOfInvestmentsAccountedForUsingEquityMethod"
"72","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_DifferenceBetweenConsiderationAndCarryingAmountOfSubsidiariesAcquiredOrDisposed","http://xbrl.org/int/dim/arcrole/domain-member","27.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_DifferenceBetweenConsiderationAndCarryingAmountOfSubsidiariesAcquiredOrDisposed"
"73","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_ShareBasedPayments","http://xbrl.org/int/dim/arcrole/domain-member","29.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_ShareBasedPayments"
"74","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_ChangesInPrepaidPreferredStockConstructionDividends","http://xbrl.org/int/dim/arcrole/domain-member","30.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_ChangesInPrepaidPreferredStockConstructionDividends"
"75","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_Others-IncreaseDecreaseInEquity","http://xbrl.org/int/dim/arcrole/domain-member","31.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_Others-IncreaseDecreaseInEquity"
"76","http://www.xbrl.org/tifrs/fr/role/StatementOfChangesInEquity","ifrs_StatementOfChangesInEquityLineItems","tifrs-es_TotalIncreaseDecreaseInEquity","http://xbrl.org/int/dim/arcrole/domain-member","32.0",NA,NA,NA,NA,"../ifrs_20100430/ifrs-cor_2010-04-30.xsd#ifrs_StatementOfChangesInEquityLineItems","tifrs-es-2014-03-31.xsd#tifrs-es_TotalIncreaseDecreaseInEquity"
